title,description,keywords,date,duration,views,n_lang,lang,speaker,speaker_job,speaker_about,n_comments
"A dance in a hurricane of paper, wind and light","Choreographer Aakash Odedra is dyslexic and has always felt that his best expression comes through movement. “Murmur” is his ode to that experience, teaming up with co-creators Lewis Major and Ars Electronica Futurelab. Watch him spin his way through the center of a storm, as pages of books take flight all around him.","dance, music, performance",October 2014,590.0,862715,40,pa | el | gu | en | zh | vi | ca | it | ar | pt-BR | cs | id | es | ru | nl | pt | zh-Hant | tr | zh-Hans | lt | th | ro | fr | bg | hr | de | da | fa | hi | bs | ja | he | sr | ko | sk | pl | uk | mr | my | hy,Aakash Odedra,Choreographer,Aakash Odedra sets raw ancient dance forms from India within the modern global context.,50
What veterinarians know that physicians don't,"What do you call a veterinarian who can only take care of one species? A physician. In a fascinating talk, Barbara Natterson-Horowitz shares how a species-spanning approach to health can improve medical care of the human animal — particularly when it comes to mental health.","animals, biology, evolution, medicine, mental health",September 2014,897.0,1551951,30,el | en | vi | it | ar | pt-BR | cs | gl | es | ru | nl | pt | zh-Hant | tr | zh-Hans | th | ro | pl | fr | bg | hr | de | hu | fa | ja | he | kk | ko | sv | sk,Barbara Natterson-Horowitz,Cardiologist,"Barbara Natterson-Horowitz, Professor of Medicine in the Division of Cardiology at UCLA Medical School, provides a unique perspective on how human well-being, including mental health, can be improved by insights into animal health.",159
The workforce crisis of 2030 — and how to start solving it now,"It sounds counterintuitive, but by 2030, many of the world's largest economies will have more jobs than adult citizens to do those jobs. In this data-filled — and quite charming — talk, human resources expert Rainer Strack suggests that countries ought to look across borders for mobile and willing job seekers. But to do that, they need to start by changing the culture in their businesses.","business, global issues, productivity, work",October 2014,767.0,1723641,31,el | en | vi | it | ar | pt-BR | cs | es | ru | nl | pt | zh-Hant | tr | zh-Hans | lt | th | ro | pl | fr | bg | hr | de | hu | fa | ja | he | sr | mn | ko | sv | uk,Rainer Strack,Human resources expert,"BCG's Rainer Strack advocates for companies to adopt a ""people advantage"" -- because employee-centered thinking can go a long way.",90
To the South Pole and back — the hardest 105 days of my life,"This year, explorer Ben Saunders attempted his most ambitious trek yet. He set out to complete Captain Robert Falcon Scott's failed 1912 polar expedition — a four-month, 1,800-mile round trip journey from the edge of Antarctica to the South Pole and back. In the first talk given after his adventure, just five weeks after his return, Saunders offers a raw, honest look at this ""hubris""-tinged mission that brought him to the most difficult decision of his life.","adventure, exploration, extreme sports, personal growth, potential, Antarctica",March 2014,1024.0,1114690,27,el | en | vi | it | ar | pt-BR | es | ru | nl | pt | zh-Hant | tr | zh-Hans | lt | ro | pl | fr | fa | hu | ja | he | sr | ko | sv | sk | uk | lv,Ben Saunders,Polar explorer,"In 2004, Ben Saunders became the youngest person ever to ski solo to the North Pole. In 2013, he set out on another record-breaking expedition, this time to retrace Captain Scott’s ill-fated journey to the South Pole on foot.",38
Hidden cameras that film injustice in the world’s most dangerous places,"To see is to believe, says Oren Yakobovich — which is why he helps everyday people use hidden cameras to film dangerous situations of violence, political fraud and abuse. His organization, Videre, uncovers, verifies and publicizes human-rights abuses that the world needs to witness.","activism, film, global issues, online video, social change",October 2014,875.0,1139130,26,el | en | vi | it | ar | pt-BR | id | es | ru | nl | pt | zh-Hans | zh-Hant | tr | th | fr | hu | fa | ja | he | sr | mn | ko | sv | sk | uk,Oren Yakobovich,Human-rights activist,Videre co-founder Oren Yakobovich wields the latest covert recording technology to expose and subvert violent oppression.,103
The art of stillness,"The place that travel writer Pico Iyer would most like to go? Nowhere. In a counterintuitive and lyrical meditation, Iyer takes a look at the incredible insight that comes with taking time for stillness. In our world of constant movement and distraction, he teases out strategies we all can use to take back a few minutes out of every day, or a few days out of every season. It's the talk for anyone who feels overwhelmed by the demands for our world.","TED Books, happiness, meditation, mindfulness, peace, productivity, travel, work-life balance",August 2014,937.0,2981261,31,el | en | vi | it | ar | pt-BR | cs | es | ru | nl | pt | zh-Hans | zh-Hant | tr | hr | lt | th | ro | fr | bg | uk | de | hu | fa | fi | ja | he | sr | ko | sv | my,Pico Iyer,Global author,"Pico Iyer has spent more than 30 years tracking movement and stillness -- and the way criss-crossing cultures have changed the world, our imagination and all our relationships.",92
Why some people find exercise harder than others,"Why do some people struggle more than others to keep off the pounds? Social psychologist Emily Balcetis shows research that addresses one of the many factors: our vision. In an informative talk, she shows how when it comes to fitness, some people quite literally see the world differently — and offers a surprisingly simple solution to overcome these differences.","TEDx, decision-making, health, mind, psychology, motivation, exercise",November 2014,848.0,3553000,29,el | en | vi | it | pt-BR | gl | es | ru | nl | zh-Hant | tr | zh-Hans | th | ro | pl | fr | hr | de | hu | fa | hi | ja | he | sr | ko | sv | ar | uk | mr,Emily Balcetis,Psychologist,"Social psychologist Emily Balcetis explores perception, motivation, goal-setting and decision-making from conscious and nonconscious levels.",156
What the people of the Amazon know that you don't,"""The greatest and most endangered species in the Amazon rainforest is not the jaguar or the harpy eagle,"" says Mark Plotkin, ""It's the isolated and uncontacted tribes."" In an energetic and sobering talk, the ethnobotanist brings us into the world of the forest's indigenous tribes and the incredible medicinal plants that their shamans use to heal. He outlines the challenges and perils that are endangering them — and their wisdom — and urges us to protect this irreplaceable repository of knowledge.","medicine, world cultures, rivers, indigenous peoples",October 2014,995.0,1541426,28,el | en | vi | it | ar | pt-BR | eu | es | ru | nl | pt | zh-Hant | zh-Hans | th | ro | pl | fr | bg | de | fa | hu | ja | he | sr | ko | sk | uk | tr,Mark Plotkin,Amazonian ethnobotanist,As fast as the rainforest is disappearing -- the people of the rainforest are disappearing even faster. Mark Plotkin works to preserve generations of knowledge.,103
How autism freed me to be myself,"“People are so afraid of variety that they try to fit everything into a tiny little box with a specific label,” says 16-year-old Rosie King, who is bold, brash and autistic. She wants to know: Why is everyone so worried about being normal? She sounds a clarion call for every kid, parent, teacher and person to celebrate uniqueness. It’s a soaring testament to the potential of human diversity.","Autism spectrum disorder, activism, disability, mind, youth",September 2014,368.0,2510358,39,el | en | vi | it | ar | pt-BR | cs | et | id | es | ru | nl | pt | zh-Hans | zh-Hant | tr | hr | lt | th | ro | ta | fr | bg | bn | de | fa | hu | ja | he | sr | sq | ko | sv | sk | pl | uk | my | ms | be,Rosie King,Storytelling activist,"Rosie King challenges stereotypes of people with autism and contextualizes the issue by asking us, “Why be normal?”",179
This gel can make you stop bleeding instantly,"Forget stitches — there's a better way to close wounds. In this talk, TED Fellow Joe Landolina talks about his invention — a medical gel that can instantly stop traumatic bleeding without the need to apply pressure. (Contains medical images.)","TED Fellows, invention, medicine, science, war, innovation, health care, technology, molecular biology, biotech, biology",October 2014,301.0,1805574,36,el | en | vi | it | ar | pt-BR | cs | et | id | es | ru | nl | pt | zh-Hans | zh-Hant | tr | hr | ro | pl | fr | bg | fr-CA | bn | de | hu | fa | ja | he | kk | sr | ko | sv | ur | sk | uk | th,Joe Landolina,medical inventor,Joe Landolina is a TED Fellow and the inventor of VETI-GEL.,109
Meet the mom who started the Ice Bucket Challenge,"Remember the Ice Bucket Challenge craze this summer? Meet the mom who started it all. When Nancy Frates's son Pete hurt his wrist in a baseball game, he got an unexpected diagnosis: it wasn’t a broken bone, it was ALS, and there is no cure. In this inspiring talk, Nancy tells the story of what happened next.","TEDx, disease, family, health, philanthropy",October 2014,1133.0,1048721,28,en | vi | it | ar | pt-BR | cs | es | ru | nl | zh-Hant | tr | zh-Hans | th | ro | pl | fr | de | hu | fa | ja | he | sr | sq | mn | ko | sv | uk | pt,Nancy Frates,Mother + ALS Advocate,Nancy Frates and her family have raised a projected $160 million for ALS research in 2014. How? They kicked off the ALS Ice Bucket Challenge to honor 29-year-old Pete Frates.,47
Tiny satellites show us the Earth as it changes in near-real-time,"Satellite imaging has revolutionized our knowledge of the Earth, with detailed images of nearly every street corner readily available online. But Planet Labs' Will Marshall says we can do better and go faster — by getting smaller. He introduces his tiny satellites — no bigger than 10 by 10 by 30 centimeters — that, when launched in a cluster, provide high-res images of the entire planet, updated daily.","astronomy, space, technology",March 2014,481.0,1828672,29,el | en | vi | it | ar | pt-BR | es | ru | nl | pt | zh-Hant | tr | zh-Hans | th | ro | pl | fr | bg | hr | de | hu | fa | ja | he | sr | sq | ko | sv | uk,Will Marshall,Space scientist,"At Planet, Will Marshall leads overall strategy for commercializing new geospatial data and analytics that are disrupting agriculture, mapping, energy, the environment and other vertical markets.",116
